C7H8,TMA,VOC,CO2,HCHO,H2S,NH3,CH3SH,SO2,NO2,CO,label
0.006797047,0.0007326518,0.2191015,356.6497,0.09141693,0.05692885,0.0,0.0,0.03146765,0.2571184,0.9165958,1A
0.006797047,0.0007343268,0.2168031,366.7911,0.08352632,0.06506157,0.0,0.0,0.02815528,0.2536901,0.9508935,1A
0.006797047,0.0007343268,0.2175681,379.4676,0.08014281,0.06018199,0.0,0.0,0.02981147,0.2571184,0.9303152,1A
0.006797047,0.0007343268,0.2191015,379.4676,0.07337565,0.06343506,0.0,0.0,0.041888,0.2571184,0.9165958,1A
0.006797047,0.0007343268,0.2191015,380.5466,0.08125947,0.05367579,0.0,0.0,0.02862975,0.2571184,0.9714717,1A
0.006797047,0.0007360048,0.2191015,376.9323,0.08803111,0.05042271,0.0,0.0,0.03478009,0.2502618,0.9989094,1A
0.006762916,0.0007360048,0.2168031,379.4676,0.07448784,0.05738512,0.0,0.0,0.02981147,0.2536901,1.040066,1A
0.006762916,0.0007360048,0.2168031,379.4676,0.08352632,0.05855542,0.0,0.0,0.03146765,0.2536901,0.9714717,1A
0.006797047,0.0007360048,0.2191015,378.0096,0.08464529,0.05412994,0.0,0.0,0.03194431,0.2536901,0.9815474,1A
0.006797047,0.0007376855,0.2168031,376.9323,0.07448784,0.05855542,0.0,0.0,0.03360156,0.2536901,0.9371746,1A
0.006797047,0.0007376855,0.2168031,379.4676,0.07787365,0.05855542,0.0,0.0,0.03146765,0.2536901,0.9609556,1A
0.006797047,0.0007376855,0.2168031,379.4676,0.08464529,0.05484776,0.0,0.0,0.03478009,0.2536901,0.9714717,1A
0.006797047,0.0007393698,0.2175681,376.9323,0.07675916,0.06018199,0.0,0.0,0.03809246,0.2502618,1.033207,1A
0.006797047,0.0007393698,0.2191015,387.0735,0.08014281,0.06460065,0.0,0.0,0.03478009,0.2502618,0.9577528,1A
0.006797047,0.0007393698,0.2168031,390.6945,0.07110202,0.06715071,0.0,0.0,0.03312384,0.2536901,0.9646123,1A
0.006492399,0.0009384386,0.2598322,407.3561,0.09706064,0.07970048,0.0,0.0,0.001656123,0.1931454,1.033207,10A
0.006525969,0.0009323165,0.2582454,407.3561,0.1004443,0.08783314,0.0,0.0,0.001656123,0.1954099,1.060645,10A
0.006492399,0.0009262274,0.2582454,407.3561,0.1004443,0.07807392,0.0,0.0,0.006624742,0.1919817,1.088083,10A
0.006492399,0.0009221862,0.2598322,407.3561,0.1038278,0.08132699,0.0,0.0,0.01324955,0.1919817,1.094942,10A
0.006492399,0.0009161516,0.2582454,407.3561,0.1015744,0.08342673,0.0,0.0,0.008280928,0.1885534,1.081223,10A
0.006525969,0.0009121466,0.2582454,409.8913,0.1038278,0.08620663,0.0,0.0,0.009937113,0.1919817,1.070779,10A
0.006525969,0.0009063723,0.2462553,408.4534,0.1015744,0.08295356,0.0,0.0,0.008742302,0.1885534,1.026348,10A
0.006525969,0.0009041801,0.2590383,410.9904,0.108346,0.08620663,0.0,0.0,0.01868599,0.1919817,0.9989094,10A
0.006525969,0.0008984525,0.2598322,407.3561,0.1004443,0.07644735,0.0,0.0,0.01324955,0.1885534,0.9920499,10A
0.00655961,0.0008943024,0.2462553,407.3561,0.1038278,0.07807392,0.0,0.0,0.01702874,0.1885534,0.9989094,10A
0.006525969,0.0008923376,0.2454703,407.3561,0.1004443,0.07807392,0.0,0.0,0.01987429,0.1885534,0.944034,10A
0.00655961,0.0008884186,0.2574536,407.3561,0.1151175,0.08132699,0.0,0.0,0.01324955,0.1885534,0.9714717,10A
0.006545048,0.0008845135,0.2446863,407.3561,0.1139786,0.07319427,0.0,0.0,0.01656192,0.1885534,1.046926,10A
0.00655961,0.0008806224,0.2462553,407.3561,0.1072114,0.0683147,0.0,0.0,0.0115933,0.1851251,1.012629,10A
0.006593317,0.0008786825,0.2582454,407.3561,0.1072114,0.07319427,0.0,0.0,0.01039961,0.1851251,0.944034,10A
0.00655961,0.0008728831,0.2590383,407.3561,0.1117317,0.0699412,0.0,0.0,0.0182181,0.1885534,0.9577528,10A
0.00655961,0.0008690342,0.2446863,407.3561,0.1004443,0.07482085,0.0,0.0,0.02484291,0.1885534,1.046926,10A
0.006593317,0.0008671147,0.2462553,407.3561,0.1207457,0.07644735,0.0,0.0,0.01656192,0.1851251,0.8822986,10A
0.00655961,0.0008632867,0.2582454,407.3561,0.1139786,0.0683147,0.0,0.0,0.01490573,0.1885534,0.848001,10A
0.006593317,0.0008594723,0.2582454,409.8913,0.1072114,0.06877834,0.0,0.0,0.02318666,0.1885534,0.8685798,10A
0.006593317,0.0008575706,0.2439034,407.3561,0.108346,0.0699412,0.0,0.0,0.02815528,0.1851251,0.8854515,10A
0.006593317,0.000853777,0.2439034,407.3561,0.1173621,0.05901274,0.0,0.0,0.01868599,0.1885534,0.851132,10A
0.006593317,0.0008518853,0.2598322,407.3561,0.108346,0.06180849,0.0,0.0,0.01987429,0.1885534,0.9060439,10A
0.006593317,0.0008499968,0.2439034,407.3561,0.1117317,0.06668813,0.0,0.0,0.02365787,0.189715,0.9028769,10A
0.006593317,0.0008481122,0.2590383,409.8913,0.108346,0.06715071,0.0,0.0,0.02697243,0.1885534,0.8754393,10A
0.006593317,0.0008462305,0.2462553,407.3561,0.1207457,0.06668813,0.0,0.0,0.02531518,0.1885534,0.8822986,10A
0.006593317,0.0008424782,0.2598322,407.3561,0.1218892,0.0699412,0.0,0.0,0.03146765,0.1885534,0.8548605,10A
0.006593317,0.000840607,0.2574536,407.3561,0.1139786,0.05692885,0.0,0.0,0.03146765,0.1885534,0.8205634,10A
0.006593317,0.0008387392,0.2582454,410.9904,0.1072114,0.06180849,0.0,0.0,0.02318666,0.1885534,0.8342822,10A
0.0066271,0.0008352515,0.2590383,407.3561,0.1173621,0.05042271,0.0,0.0,0.02200056,0.1885534,0.8754393,10A
0.006593317,0.0008350136,0.2574536,407.3561,0.1117317,0.05809873,0.0,0.0,0.030287,0.1885534,0.848001,10A
0.006593317,0.0008331556,0.2574536,397.2149,0.1049602,0.05855542,0.0,0.0,0.0182181,0.1885534,0.8274228,10A
0.006646363,0.0008313016,0.2598322,398.3055,0.09706064,0.05855542,0.0,0.0,0.02649909,0.1885534,0.8274228,10A
0.0066271,0.0008294502,0.2598322,407.3561,0.1139786,0.05367579,0.0,0.0,0.02862975,0.189715,0.8548605,10A
0.006593317,0.0008276028,0.2590383,407.3561,0.1151175,0.05204928,0.0,0.0,0.02484291,0.1885534,0.8891581,10A
0.0066271,0.0008257584,0.2598322,409.8913,0.1151175,0.05692885,0.0,0.0,0.02697243,0.1919817,0.9097364,10A
0.0066271,0.0008276028,0.2582454,407.3561,0.1151175,0.05367579,0.0,0.0,0.02649909,0.1885534,0.8617204,10A
0.0066271,0.0008257584,0.2590383,409.8913,0.1072114,0.05204928,0.0,0.0,0.02697243,0.1885534,0.844268,10A
0.0066271,0.0008220801,0.2582454,409.8913,0.1049602,0.06180849,0.0,0.0,0.02649909,0.1885534,0.8205634,10A
0.006593317,0.0008239176,0.2582454,410.9904,0.1117317,0.05530235,0.0,0.0,0.03146765,0.1885534,0.9371746,10A
0.0066271,0.0008220801,0.2574536,408.4534,0.1173621,0.05042271,0.0,0.0,0.02531518,0.1851251,0.8891581,10A
0.006646363,0.0008186598,0.2582454,407.3561,0.1151175,0.06343506,0.0,0.0,0.02484291,0.1885534,0.8685798,10A
0.006593317,0.0008202456,0.2574536,409.8913,0.1038278,0.05530235,0.0,0.0,0.03691613,0.1885534,0.8411416,10A
0.006593317,0.0008202456,0.2590383,409.8913,0.1139786,0.06018199,0.0,0.0,0.02153048,0.1885534,0.8579957,10A
0.006646363,0.0008184147,0.2446863,407.3561,0.1173621,0.06343506,0.0,0.0,0.02697243,0.1885534,0.878588,10A
0.006593317,0.0008184147,0.2590383,407.3561,0.1117317,0.06180849,0.0,0.0,0.02815528,0.1885534,0.9334997,10A
0.006593317,0.0008165867,0.2574536,408.4534,0.1151175,0.05647321,0.0,0.0,0.02531518,0.1885534,0.8754393,10A
0.006593317,0.0008165867,0.2574536,410.9904,0.1151175,0.06180849,0.0,0.0,0.02981147,0.1885534,0.8411416,10A
0.0066271,0.0008147624,0.2582454,417.4972,0.1185033,0.05692885,0.0,0.0,0.030287,0.1851251,0.9334997,10A
0.0066271,0.0008129414,0.2582454,417.4972,0.1049602,0.05530235,0.0,0.0,0.02649909,0.1851251,0.9165958,10A
0.0066271,0.0008147624,0.2590383,417.4972,0.1072114,0.05855542,0.0,0.0,0.03312384,0.1851251,0.9577528,10A
0.006593317,0.0008129414,0.2590383,417.4972,0.1139786,0.05367579,0.0,0.0,0.02649909,0.1851251,0.9920499,10A
0.0066271,0.0008129414,0.2590383,417.4972,0.1173621,0.05692885,0.0,0.0,0.03312384,0.1851251,0.9646123,10A
0.0066271,0.0008129414,0.2574536,418.6013,0.1185033,0.05250232,0.0,0.0,0.03194431,0.1851251,0.9028769,10A
0.0066271,0.0008111238,0.2590383,417.4972,0.1004443,0.05204928,0.0,0.0,0.02697243,0.1851251,0.8617204,10A
0.006593317,0.0008111238,0.2590383,421.1383,0.1139786,0.05204928,0.0,0.0,0.03194431,0.1851251,0.8685798,10A
0.0066271,0.0008111238,0.2582454,417.4972,0.1207457,0.05204928,0.0,0.0,0.03194431,0.1851251,0.816812,10A
0.0066271,0.0008093094,0.2598322,417.4972,0.1185033,0.04716964,0.0,0.0,0.03194431,0.181697,0.8754393,10A
0.006593317,0.0008093094,0.2462553,417.4972,0.1072114,0.04554307,0.0,0.0,0.02484291,0.1851251,0.9097364,10A
0.0066271,0.0008093094,0.2590383,417.4972,0.1139786,0.04554307,0.0,0.0,0.03194431,0.1851251,0.8960176,10A
0.0066271,0.0008093094,0.2582454,417.4972,0.1151175,0.04554307,0.0,0.0,0.03525887,0.1851251,0.9097364,10A
0.0066271,0.0008093094,0.2598322,420.0327,0.1185033,0.04391657,0.0,0.0,0.03312384,0.1851251,0.8960176,10A
0.0066271,0.0008093094,0.2598322,417.4972,0.1151175,0.04273672,0.0,0.0,0.03194431,0.1851251,0.9028769,10A
0.0066271,0.0008093094,0.2598322,417.4972,0.1139786,0.04436428,0.0,0.0,0.03360156,0.1851251,0.9266356,10A
0.0066271,0.0008074982,0.2590383,417.4972,0.1151175,0.04716964,0.0,0.0,0.030287,0.1851251,0.9097364,10A
0.0066271,0.0008093094,0.2734092,417.4972,0.1173621,0.04391657,0.0,0.0,0.03312384,0.1851251,0.8685798,10A
0.0066271,0.0008074982,0.2574536,420.0327,0.1139786,0.04391657,0.0,0.0,0.02862975,0.1828539,0.8068445,10A
0.0066271,0.0008074982,0.2718046,418.6013,0.125275,0.03415729,0.0,0.0,0.03478009,0.181697,0.848001,10A
0.0066271,0.0008059406,0.2590383,420.0327,0.1218892,0.03741042,0.0,0.0,0.03360156,0.1851251,0.8411416,10A
0.0066271,0.0008077476,0.2582454,420.0327,0.1173621,0.03415729,0.0,0.0,0.03809246,0.181697,0.8685798,10A
0.0066271,0.0008074982,0.2598322,418.6013,0.1072114,0.03415729,0.0,0.0,0.03360156,0.1851251,0.8822986,10A
0.0066271,0.0008074982,0.2590383,417.4972,0.1173621,0.0362263,0.0,0.0,0.03360156,0.181697,0.9097364,10A
0.0066271,0.0008077476,0.2726063,417.4972,0.1241294,0.03415729,0.0,0.0,0.03478009,0.1851251,0.8891581,10A
0.0066271,0.0008093094,0.2574536,417.4972,0.1207457,0.03415729,0.0,0.0,0.03691613,0.1839675,0.8685798,10A
0.0066271,0.0008093094,0.2590383,417.4972,0.1049602,0.0313435,0.0,0.0,0.03525887,0.181697,0.848001,10A
0.0066271,0.0008077476,0.2718046,417.4972,0.1173621,0.03578386,0.0,0.0,0.03360156,0.181697,0.8274228,10A
0.0066271,0.0008111238,0.2598322,420.0327,0.1139786,0.03090422,0.0,0.0,0.03312384,0.1782687,0.8822986,10A
0.006607883,0.0008093094,0.2582454,417.4972,0.1185033,0.02927771,0.0,0.0,0.03478009,0.181697,0.8274228,10A
0.0066271,0.0008111238,0.2726063,417.4972,0.108346,0.03903693,0.0,0.0,0.03809246,0.181697,0.7824921,10A
0.006660949,0.000809558,0.2574536,418.6013,0.110595,0.03578386,0.0,0.0,0.03691613,0.1782687,0.8342822,10A
0.0066271,0.0008129414,0.2582454,417.4972,0.1173621,0.03415729,0.0,0.0,0.02697243,0.181697,0.7931256,10A
0.006641671,0.0008129414,0.2574536,417.4972,0.1218892,0.03578386,0.0,0.0,0.03360156,0.181697,0.7794063,10A
0.0066271,0.0008113717,0.2726063,420.0327,0.1185033,0.03090422,0.0,0.0,0.03643627,0.181697,0.7725469,10A
0.006680272,0.0008113717,0.2734092,417.4972,0.1207457,0.03415729,0.0,0.0,0.03478009,0.1782687,0.7725469,10A
0.006680272,0.0008129414,0.2710039,417.4972,0.1207457,0.03253078,0.0,0.0,0.03691613,0.181697,0.7862663,10A
0.006660949,0.0008129414,0.2710039,417.4972,0.1151175,0.02927771,0.0,0.0,0.03525887,0.1782687,0.8068445,10A
0.006660949,0.0008147624,0.2734092,417.4972,0.1218892,0.0313435,0.0,0.0,0.03643627,0.181697,0.8205634,10A
0.006660949,0.0008147624,0.2582454,418.6013,0.1218892,0.02927771,0.0,0.0,0.041888,0.1782687,0.8891581,10A
0.006660949,0.0008147624,0.2574536,417.4972,0.1151175,0.03090422,0.0,0.0,0.02981147,0.181697,0.8822986,10A
0.006660949,0.0008165867,0.2718046,421.1383,0.1117317,0.03090422,0.0,0.0,0.03194431,0.181697,0.7519686,10A
0.006660949,0.0008184147,0.2726063,418.6013,0.1139786,0.03253078,0.0,0.0,0.03312384,0.1782687,0.7862663,10A
0.006660949,0.0008184147,0.2718046,417.4972,0.1139786,0.0362263,0.0,0.0,0.02484291,0.181697,0.7451092,10A
0.0066271,0.0008202456,0.2710039,417.4972,0.1173621,0.03578386,0.0,0.0,0.03857344,0.1759929,0.848001,10A
0.0066271,0.0008202456,0.2734092,417.4972,0.1185033,0.04554307,0.0,0.0,0.03360156,0.1748405,0.758828,10A
0.0066271,0.0008202456,0.2718046,417.4972,0.1207457,0.03741042,0.0,0.0,0.02981147,0.1748405,0.8891581,10A
0.0066271,0.0008220801,0.2582454,417.4972,0.1151175,0.03903693,0.0,0.0,0.03146765,0.1748405,0.7999851,10A
0.0066271,0.00082049,0.2726063,418.6013,0.1173621,0.03253078,0.0,0.0,0.03691613,0.1748405,0.8068445,10A
0.0066271,0.0008239176,0.2582454,420.0327,0.1173621,0.03578386,0.0,0.0,0.03360156,0.1748405,0.8068445,10A
0.0066271,0.0008239176,0.2734092,417.4972,0.1139786,0.03741042,0.0,0.0,0.03478009,0.1714122,0.7862663,10A
0.0066271,0.0008239176,0.2734092,417.4972,0.1139786,0.03253078,0.0,0.0,0.02862975,0.1714122,0.8205634,10A
0.006660949,0.0008239176,0.2718046,417.4972,0.1173621,0.03903693,0.0,0.0,0.03691613,0.1679839,0.8068445,10A
0.006660949,0.0008220801,0.2710039,417.4972,0.1185033,0.03415729,0.0,0.0,0.02981147,0.1679839,0.7313904,10A
0.006660949,0.0008239176,0.2734092,418.6013,0.1207457,0.03903693,0.0,0.0,0.030287,0.1714122,0.7451092,10A
0.006660949,0.0008257584,0.2718046,417.4972,0.1207457,0.03415729,0.0,0.0,0.03194431,0.1748405,0.7481721,10A
0.006660949,0.0008239176,0.2710039,417.4972,0.1151175,0.03090422,0.0,0.0,0.03194431,0.1714122,0.8205634,10A
0.006680272,0.0008257584,0.2710039,417.4972,0.1241294,0.03785392,0.0,0.0,0.03525887,0.1714122,0.8068445,10A
0.006694868,0.0008276028,0.2734092,417.4972,0.1117317,0.03903693,0.0,0.0,0.041888,0.1679839,0.775628,10A
0.006694868,0.0008276028,0.2710039,417.4972,0.1241294,0.03578386,0.0,0.0,0.03643627,0.1679839,0.8137039,10A
0.006694868,0.0008276028,0.2734092,417.4972,0.1207457,0.02927771,0.0,0.0,0.04140483,0.1679839,0.8274228,10A
0.006694868,0.0008276028,0.2718046,421.1383,0.110595,0.03415729,0.0,0.0,0.03478009,0.1679839,0.8137039,10A
0.006694868,0.0008276028,0.2718046,427.6386,0.1218892,0.03415729,0.0,0.0,0.03809246,0.1679839,0.7451092,10A
0.006694868,0.0008294502,0.2734092,449.045,0.125275,0.03578386,0.0,0.0,0.030287,0.1679839,0.7619003,10A
0.006694868,0.0008276028,0.2726063,451.582,0.1218892,0.03371652,0.0,0.0,0.03312384,0.1725625,0.7862663,10A
0.006728856,0.0008276028,0.2710039,459.1929,0.1185033,0.03297112,0.0,0.0,0.03691613,0.1714122,0.809948,10A
0.006728856,0.0008294502,0.2718046,449.045,0.1173621,0.0362263,0.0,0.0,0.04354525,0.1714122,0.8205634,10A
0.006728856,0.0008276028,0.2718046,447.9212,0.1151175,0.03253078,0.0,0.0,0.03643627,0.1714122,0.8068445,10A
0.006728856,0.0008278441,0.2734092,447.9212,0.1207457,0.03459868,0.0,0.0,0.03974864,0.1679839,0.7862663,10A
0.006728856,0.0008294502,0.2710039,449.045,0.1218892,0.03253078,0.0,0.0,0.03312384,0.1679839,0.8205634,10A
0.006728856,0.0008313016,0.2718046,451.582,0.1151175,0.03253078,0.0,0.0,0.04354525,0.1679839,0.7862663,10A
0.006728856,0.0008276028,0.2726063,449.045,0.1241294,0.03415729,0.0,0.0,0.04023068,0.1679839,0.8411416,10A
0.006728856,0.0008294502,0.2718046,447.9212,0.1207457,0.0264607,0.0,0.0,0.03478009,0.1645558,0.8205634,10A
0.006728856,0.0008294502,0.2734092,447.9212,0.1139786,0.03415729,0.0,0.0,0.03312384,0.1714122,0.8854515,10A
0.006728856,0.0008294502,0.284554,447.9212,0.1241294,0.02765114,0.0,0.0,0.03643627,0.1679839,0.8137039,10A
0.006728856,0.0008276028,0.2718046,447.9212,0.125275,0.02927771,0.0,0.0,0.03525887,0.1679839,0.8137039,10A
0.006728856,0.0008294502,0.284554,447.9212,0.1241294,0.03253078,0.0,0.0,0.03146765,0.1679839,0.7725469,10A
0.006728856,0.0008294502,0.2726063,447.9212,0.1139786,0.02602458,0.0,0.0,0.03478009,0.1679839,0.8068445,10A
0.006728856,0.0008278441,0.284554,449.045,0.125275,0.02927771,0.0,0.0,0.030287,0.1679839,0.8822986,10A
0.006762916,0.0008276028,0.2861743,447.9212,0.1286608,0.03090422,0.0,0.0,0.04354525,0.1668375,0.809948,10A
0.006762916,0.0008276028,0.2853636,447.9212,0.1173621,0.02439807,0.0,0.0,0.03643627,0.1679839,0.7656875,10A
0.006762916,0.0008276028,0.2853636,437.7798,0.1173621,0.02439807,0.0,0.0,0.03194431,0.1679839,0.7176715,10A
0.006762916,0.0008276028,0.2869861,438.8971,0.1173621,0.02927771,0.0,0.0,0.03312384,0.1645558,0.816812,10A
0.006762916,0.0008294502,0.2853636,437.7798,0.1207457,0.02927771,0.0,0.0,0.03194431,0.1645558,0.8411416,10A
0.006728856,0.0008313016,0.2853636,437.7798,0.1275129,0.02927771,0.0,0.0,0.03194431,0.1679839,0.8274228,10A
0.006762916,0.0008294502,0.2869861,427.6386,0.1308966,0.02277151,0.0,0.0,0.02862975,0.1645558,0.8342822,10A
0.006762916,0.0008276028,0.2853636,427.6386,0.1286608,0.01951843,0.0,0.0,0.03643627,0.1645558,0.8960176,10A
0.006694868,0.001043259,0.2439034,671.0288,0.1241294,0.1317498,0.0,0.0,0.002113175,0.1645558,1.115521,100A
0.006694868,0.001034352,0.2446863,672.2988,0.1218892,0.1301232,0.0,0.0,0.003312371,0.1645558,1.057051,100A
0.006694868,0.001027713,0.2446863,671.0288,0.1173621,0.1268701,0.0,0.0,0.008742302,0.1645558,1.019488,100A
0.006714256,0.001019066,0.2446863,671.0288,0.1207457,0.1252436,0.0,0.0,0.006624742,0.1645558,1.074364,100A
0.006728856,0.001014543,0.2462553,671.0288,0.1173621,0.1219905,0.0,0.0,0.000455924,0.1645558,1.101802,100A
0.006728856,0.001005997,0.2462553,672.2988,0.1275129,0.1187374,0.0,0.0,0.0,0.1611275,1.074364,100A
